title,post_date,edit_date,contributor_id,contributor_rank,message_text,post_moderation,category,url
Improvements to Voice/Video Call Feature in Upwork Messages,5/27/20 10:34,,802c373e19d9f83f,ActiveMember,Great,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Improvements-to-Voice-Video-Call-Feature-in-Upwork-Messages/td-p/732813
Improvements to Voice/Video Call Feature in Upwork Messages,5/27/20 9:45,,126fe2a509b23e5a,ActiveMember,"Hi All,Can I screen share while using Upwork video?Thanks",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Improvements-to-Voice-Video-Call-Feature-in-Upwork-Messages/td-p/732813
Improvements to Voice/Video Call Feature in Upwork Messages,5/28/20 9:20,,60d8b059cb38abdb,ActiveMember,"Does the upwork video system, for when speaking with clients, have the ability to set up a virtual background without requiring a green screen, for example by being able to upload a photo that will become the background (like zoom permits)?",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Improvements-to-Voice-Video-Call-Feature-in-Upwork-Messages/td-p/732813
Improvements to Voice/Video Call Feature in Upwork Messages,5/26/20 16:21,,3c1438310be6bd8a,ActiveMember,"I don't have a screenshot sadly and I'm on a 2017 Macbook Pro 13"" running Mojave OS with Google Chrome as my browser.The error worked like this, I would click the share screen button and it would just share a brief ""this feature does not work"" message. That was not the exact wording but I'm not on a call anymore so I can't check.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Improvements-to-Voice-Video-Call-Feature-in-Upwork-Messages/td-p/732813
Improvements to Voice/Video Call Feature in Upwork Messages,5/11/20 18:02,,825224a61e22d2dd,ActiveMember,Can a call be recorded?,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Improvements-to-Voice-Video-Call-Feature-in-Upwork-Messages/td-p/732813
Improvements to Voice/Video Call Feature in Upwork Messages,5/14/20 11:38,,3936a63214ecb9cf,ActiveMember,I could see the interviewee but she could not see me.,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Improvements-to-Voice-Video-Call-Feature-in-Upwork-Messages/td-p/732813
Improvements to Voice/Video Call Feature in Upwork Messages,5/18/20 10:18,,cc96c0349cf35a1a,ActiveMember,Thanks for this.. interesting feature indeed.,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Improvements-to-Voice-Video-Call-Feature-in-Upwork-Messages/td-p/732813
Improvements to Voice/Video Call Feature in Upwork Messages,5/22/20 7:11,,bbbfe4efafe81db1,ActiveMember,"This is great! Another reason to be proud of being a member of the Upwork family.Kudos,Upwork.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Improvements-to-Voice-Video-Call-Feature-in-Upwork-Messages/td-p/732813
Improvements to Voice/Video Call Feature in Upwork Messages,5/22/20 13:32,,9bc75a507f4f61bd,ActiveMember,What about the poor clients who are spending hours trying to Message the freelancer as part of the contracting hiring process?NO Customer Service will drive me and others aawa -- who has 3 hours to spend seaeching for a needle in a haystack.,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Improvements-to-Voice-Video-Call-Feature-in-Upwork-Messages/td-p/732813
Bring Your Own Freelancer for Clients,12/21/20 23:10,,4313c1431569043c,Moderator,"Hi Anna,Yes, you can use thesame link under your Agency since you're the Agency owner. Please know that this applies to contracts assigned to you.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Bring-Your-Own-Freelancer-for-Clients/td-p/93745
Bring Your Own Freelancer for Clients,10/22/20 17:04,,266b8f1628989cdc,AceContributor,"As a freelacer, I have the chance to bring my own client and not be charged any fee.Is there something similar for a client that brings his own freelancer?",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Bring-Your-Own-Freelancer-for-Clients/td-p/93745
Bring Your Own Freelancer for Clients,10/22/20 18:20,,24a7477779c427d5,CommunityGuru,"As a freelacer, I have the chance to bring my own client and not be charged any fee.Is there something similar for a client that brings his own freelancer?Sure, clients are free and able to bring their own freelancers, but not at reduced and/or no fee.Upwork doesn't need any more freelancers, given that there are way, way too many freelancers on the platform already anyway.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Bring-Your-Own-Freelancer-for-Clients/td-p/93745
Bring Your Own Freelancer for Clients,1/18/17 2:42,,754010c59fc94376,CommunityManager,"HiAllan Carlo,If you already have an account on Upwork your client can hire you directly from your existing profile. Users are allowed to have only one Upwork account so you won't be allowed to create a new one.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Bring-Your-Own-Freelancer-for-Clients/td-p/93745
Bring Your Own Freelancer for Clients,12/21/20 20:41,,4486fe8215c4302e,ActiveMember,"Hello, can this be applied for agencies with interested clients?",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Bring-Your-Own-Freelancer-for-Clients/td-p/93745
Bring Your Own Freelancer for Clients,10/26/18 1:23,,f2f7074a367fd9e7,Moderator,"Hi Vipul,When a client submits a request to bring their own freelancers our team will review it and respond back with the results. Please keep in mind that not all requests are accepted, thank you.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Bring-Your-Own-Freelancer-for-Clients/td-p/93745
Bring Your Own Freelancer for Clients,6/11/17 19:24,,f015d5fa23d72bd8,ActiveMember,"The fees, including initial 20% seemed to apply when we brought our own freelancers. That doesn't make any sense. I'm hoping that's a mistake as no way we can use this platform if that's case. Sliding scale is for freelancers to encourage them to work with multiple clients. BYO should be very low.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Bring-Your-Own-Freelancer-for-Clients/td-p/93745
Bring Your Own Freelancer for Clients,8/23/17 13:08,,a46b7284e2e12fa4,CommunityManager,"Hi Svitlana,The option you are referring to is available in client accounts. It doesn't look like you have a clientaccount and that's why you don't see the option. If you are looking to hire freelancers via Upwork, check out this help article for more information about how to add a client account.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Bring-Your-Own-Freelancer-for-Clients/td-p/93745
Bring Your Own Freelancer for Clients,8/23/17 11:08,,d80661e5d784cd45,ActiveMember,"I agree I can't find invite also. There is no ""Freelancers"" tab and I can't find invite option anywhere. This article is out dated.------------------------This article does not contain current information and is misleading. There is no ""Freelancers"" tab in the new design and I can't find ""invite"" option anyplace. https://support.upwork.com/hc/en-us/articles/211063588-Invite-Outside-Freelancers-to-Join-You-on-Upw...How do I find the option to invite someone from outside world?",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Bring-Your-Own-Freelancer-for-Clients/td-p/93745
Bring Your Own Freelancer for Clients,8/12/18 5:28,,33551f73611acaf9,ActiveMember,"Wow, this is exactly what I needed today. Thank you Upwork. ",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Bring-Your-Own-Freelancer-for-Clients/td-p/93745
Bring Your Own Freelancer for Clients,5/7/19 9:54,5/7/19 10:04,21c14f1fa9277f29,ActiveMember,"Hi Bojan,I am aware of that now. However, the issue I am having is that I just told the freelancer to join I did not follow the correct process. She has now created an account and I can view it but is is marked as ""This freelancer is not available for job invitations"". I need to get this corrected.**Edited for community guidelines**Is there a number I should call?",**Edited**,Announcements,https://community.upwork.com/t5/Announcements/Bring-Your-Own-Freelancer-for-Clients/td-p/93745
Bring Your Own Freelancer for Clients,5/7/19 10:05,,f7f04c39ed06458f,Moderator,"Thank you for following up, Rebecca.One of our team members will reach out to you directlyvia support ticket to assist you with your request.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Bring-Your-Own-Freelancer-for-Clients/td-p/93745
Bring Your Own Freelancer for Clients,6/3/20 15:17,,f285aac94cc9c1ba,ActiveMember,"Hi!Can a client bring his own freelancer to Upwork? If yes, then what if the freelancer tried to submit an application to Upwork but got denied, is there a way he can still hire that freelancer in Upwork?",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Bring-Your-Own-Freelancer-for-Clients/td-p/93745
Bring Your Own Freelancer for Clients,7/15/15 20:02,,f82af42b5f12a1ce,ActiveMember,"Does this mean the freelancer have to sign up for an account? If yes, they basically become a member too.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Bring-Your-Own-Freelancer-for-Clients/td-p/93745
Bring Your Own Freelancer for Clients,8/5/16 23:59,,5c75a03e4e35b50a,ActiveMember,"I could not find this option "" Bring your own freelancer"" in my client profile. can you please explain by screenshots?",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Bring-Your-Own-Freelancer-for-Clients/td-p/93745
Bring Your Own Freelancer for Clients,1/17/17 21:19,,25f7ff7a66ae2983,ActiveMember,"Hello,Will BYOF work even though I already have an existing profile here in Upwork?cheers,",Unedited,Announcements,https://community.upwork.com/t5/Announcements/Bring-Your-Own-Freelancer-for-Clients/td-p/93745
Bring Your Own Freelancer for Clients,1/17/17 20:42,,36c6491fa53797e2,CommunityGuru,If you've already created your profile your client doesn't need to invite you using the bring your own freelancer link. You can just give them the link to your profile and they can invite you to a job or hire you from there.,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Bring-Your-Own-Freelancer-for-Clients/td-p/93745
Bring Your Own Freelancer for Clients,10/26/18 0:33,10/26/18 0:34,d2133a6ba78e64ea,ActiveMember,What if profile is under review? Still not verified.,Unedited,Announcements,https://community.upwork.com/t5/Announcements/Bring-Your-Own-Freelancer-for-Clients/td-p/93745
We are here for you- COVID-19 Update,4/19/20 3:35,4/19/20 3:37,ecf90426ba36dfd0,ActiveMember,"I can't really understand why Upwork security requires 10 days (5 days for Review time and 5 days for Pending time) before freelancers can finally get their earnings. Aren't the 5 Review days enough? Sometimes it's already a struggle to get clients finally release funds at the end of the project, waiting for Upwork additional time is frustrating when you need to put food on the table.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,3/28/20 2:11,,add87337521973ac,Moderator,"Hi Mihai,Thanks for the question. The safety and well-being of the Upwork community is our number one priority. At the moment, we aren't aware of any plans to make Freelancer Plus membership free. We'll continue to monitor developments with COVID-19 closely and certainly notify our users if there are any changes. Stay safe!Thank you.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/29/20 13:54,,d57ca98e9e0e89c2,CommunityGuru,It's been 10 day since you announced your glorious task force. Where the $*#)@#$)* are we on accelerating funds release?Either you are doing it or you aren't.,Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/17/20 22:28,,822588681238f2eb,ActiveMember,"Hi,Despite the positive words in this letter from the President and CEO, Upwork has now, during these ""troubling and uncertain times” doubled the cost to withdraw funds. After taking off 20% (or 10% is some cases) I still have to pay to withdraw funds. I know it is a small amount but to double the cost of a withdrawal at a time like this is certainly not helping the plight of freelancers that are already facing reduced opportunities and increased competition in these “troubling times.I have also seen no results of the effort to expedite payments. If a client has approved the work there is no logical reason for Upwork to hold the funds for 5 days. The only reason can be the financial benefit to the company.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,5/19/20 15:20,5/19/20 16:41,589eb26d09d6bb84,ActiveMember,"Hi All,I commented onhttps://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217, hoping to shed some light on freelancers dealing with Upwork and Covid-19, but when I realized that my comment was buried on Page 17 and would likely never be read, I thought I would repost it here. No haters, please. We are a community that should be working together. Please just ignore the below if it doesn't pertain to you. If it does, I would welcome your replies, as I am sure others will to. I stayed away from commenting on anything other than work (i.e. mortage payments, dwindling food supply, childcare, etc.). So, without further ado . . .Dear Ms. Brown,My name is Robin, and I have been a faithful freelancer on Upwork (formerly oDesk) since January 2011. I have worked10,405 hours to date and have referred countless of capable contractors and employers in need contractors to the platform. I truly do value the opportunity to work for your company from home.That said, I would really like to know what was meant when an Upwork staffer typed ""We are here for you- COVID-19 Update"" into the subject box of this string. I ask because this has been my experience . . .Covid-19 is a tricky illness. You get it, are sicker than you have ever been, and recover (or so you think you have). I contracted Covid in early March but continued to work, as I was able, not wanting to disappoint my clients. I got somewhat better, not feeling 100% but managing. At the beginning of May, Covid tossed me another big surprise with apulmonary embolism in my lung, complicated by pneumonia for which I was hospitalized. Prior to being admitted, however, I did change my Upwork status to unavailable until May 30th, even though I was unsure if I would ever be home to work from home again.(Please bear with me, as I do have a point.)I had some great doctors and nurses and was released late last week more than a little concerned about the business to which I was returning. I honestly was most concerned about my annoyed clients and the hundreds of emails awaiting me in my inbox, but it never occurred to me to be concerned about my standing with Upwork, as I had done everything I should have done, right? Wrong. I came home to my account being suspended because I did not reply in a timely manner to have my identity verified for the 5th time during a pandemic when my profile was paused.The closing of your message asked the community to let Upwork know if there is anything you can do to help. I would like to suggest putting a stop to suspending accounts during this pandemic for frivolous reasons, such as identity verification, especially if the freelancer has been working for you for 9 years. For my part, when I do not look like an extra on The Walking Dead, I will schedule yet another verification interview.Thank you in advance for your consideration.Sincerely,Robin M.**Edited for Community Guidelines**",**Edited**,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,3/28/20 9:22,,a46b7284e2e12fa4,CommunityManager,"Hi Wayne,I can confirm that there is no interest earned on money held during the security period. That hold is in place for security reasons. That said, we haveestablished an internal task force that is working on how we might shorten the security period.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/5/20 14:45,,c3fd2cd70b95e53a,CommunityLeader,"Hi guys,Here are some reasons why I think Upwork is also doing a great job and why I belive reducing costs for connects and submitting applications would only lead to just overwhelming clients:https://community.upwork.com/t5/Freelancers/Compassion-and-consideration-in-these-difficult-times/m-...Let me know what you think!Best,Hugo",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/13/20 9:30,,0614ef6d02d8c3b3,ActiveMember,"Hi! Hayden,I am so grateful to be on Upwork and do look forward to bagging my very first job. Although I was wondering when will I get my first invitation to be interviewed?I am waiting patiently, although I do appreciate this platform to earn a living and work from home. I am the only earning member as my husband is disabled with degenerate spinal disc disease..Hoping to make this my platform to earn a living for my family.Sincerely,Jacqueline Payne",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/13/20 13:01,,f7f04c39ed06458f,Moderator,"Hi Jacqueline,Please check my reply on this separate thread you created. Thank you!",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/15/20 22:40,,aef9ad5211a4e3db,ActiveMember,"More than 3 close friends who works in this platform have reported the same problem: Delayed Payments. I have more than 2 years working on the platform and I have never experienced a similar problem with my withdrawal.We asked the customer support and they gave us the same silly answer about ""your payment has been processed and you need to wait 8 days and then back to us"".... PLEASE.We need our money from OUR work more than ever with COVID-19 that is a good help for us. Get paid in time and don't retain our money for 2-3 weeks + 1 week that we need to wait.It's not fair.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,3/26/20 23:31,3/27/20 7:43,b3414a5396ccbff3,Moderator,"Hi Thomas,Our team is still looking into solutions that will allow for the security period to be reduced while maintaining a high level of protection users' payments currently have. We'll update the Community once we receive feedback from our Product team but I can confirm that our team is not considering reducing the timeline for automatically releasing Escrow funds.While we continue to test ways to get freelancers' earnings faster to them, at this point we are not able to offer a shorter security period for all transactions. Security remains to be our priority.Exactly my concern.If the earning process is complete and the client has released the funds, why does it have to take so long for the funds to clear? Anybody who knows the reason?",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/16/20 8:25,4/16/20 8:26,5793e11c1bf0974a,ActiveMember,"Hey awesome guys at Upwork,Another idea that comes into mind is if you could reduce comissions for bigger/longer projects.Drop the 5% to 2% or 0% for a limited time to help long term freelancers on your platform tooOr maybe temporarily reduce the $10,000 threshold for the % reduction. It would help a lot of your freelancers",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/1/20 14:38,,07af6417fe7ce964,ActiveMember,"Hello Hayden and everyone in this community,I want to know if any of you know a mechanism to speed up pays and how much would it cost me. I won't lie, I would've like to receive them faster and not 5 days later, especially during this situation, and at no cost (for obvious reasons). But I don't want to sound unfair, also noticing that I don't know how the payment process usually flows and why does it take that much time.Any guidance is appreciated.Best regards,Aquiles",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/7/20 11:05,4/7/20 11:07,718ec2579019d1c6,CommunityGuru,"Yes, but that option is still housed on the global platform. My comment referred to what would happen if they created an entirely separate platform for U.S. workers since the U.S. freelancer seems to be the scapegoat for several things that don't go right on Upwork. Oh I know, we would probably still be targeted and there would be the accusation that all the good jobs are on the U.S. platform.Why do you insist that the US freelancers have a blame, are targeted or are accused of something? You are manipulating the conversation to make something else out of it. I was talking about Upwork's actions.Point is that Upwork's communication goes like ""We are here for you ... we've created a Relief Fund for the U.S. freelancers"" .... and for the rest of the platform we've got plenty of empty words of compassion.It doesn't make sense to open a micro website for a market that is proven to generate less then 30% off your entire operations, and that is interconnected to your other 70%, unless you create a bridge to allow either side to switch between global and local.... it just doesn't make sense. Maybe only if Upwork starts acting like a recruiter for on-site/local independent contractors, that is another story.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/6/20 13:26,,e415e3f668848e83,CommunityGuru,"I asked why people still use Upwork if they feel it's doing them wrong or is ""greedy"". Your response, though, did offer a more detailed mindset of those that may feel slighted.Sometimes, I feel like those who complain target U.S. freelancers too much and not focus on the fact that Upwork is a U.S. company. Being in the United States, it may be easier for Upwork to navigate the laws and policies within this country more so than in other countries. Upwork has said that it is trying to work with other countries to offer support. It doesn't guarantee that anything will come of it.I often feel the Upwork community is pitted against one another which is unfortunate. I wonder what would happen if Upwork ever decided to create separate websites for U.S. freelancers and everyone else since it seems that we are the target of ridicule all of the time.I don't think there are many people that come here in the forums and brag about their leaving, they just move on.Point taken.Where did Upwork say they are trying to work with other countries to offer support?It was either in this thread or another. I can't remember. Too many threads on this topic.""it may be easier for Upwork to navigate the laws and policies within this country more so than in other countries"" ... whatever, it's no rocket science to donate to Red Crosses.Yes, but if they donated to the Red Cross, it can be done anonymously. Another thing, other are looking for direct relief. There would be complaints that the money should have been given directly to the freelancer. It doesn't take rocket science to see that scenario playing out.I wouldn't expect Upwork to offer support on an ""individual"" case. It would be overwhelming if not impossible to offer help in the same manner to other countries because there are many categories in a vulnerable situation regardless the existence of a pandemic or not.""I often feel the Upwork community is pitted against one another which is unfortunate. ""Ummmm, if that happens, what could cause that .... a fund relief like the one Upwork founded could be a reason. Upwork is a U.S. company with a global community.The U.S. clients already have the option to post a job that only US freelancers can apply to. If the client already has a preference and knows exactly what he wants I think that is good he has this option.Yes, but that option is still housed on the global platform. My comment referred to what would happen if they created an entirely separate platform for U.S. workers since the U.S. freelancer seems to be the scapegoat for several things that don't go right on Upwork. Oh I know, we would probably still be targeted and there would be the accusation that all the good jobs are on the U.S. platform.Thanks again for the dialogue. Peace.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/2/20 6:26,4/2/20 13:27,b0a596109344cbc3,ActiveMember,"Quite rich that you have workers from around the world and our work contributes to the relief fund you mention, yet only American freelancers get to access it. The rest keep supporting one of the biggest economies of the world and a private initiative on our backs. Meanwhile, you take more than 200$ from me even in a bad month for a contract that you never had to intervene. And, when you do have to intervene, there's nothing much you do besides provide wrong information and empty promises of investigation. That's a lot of money in € for nothing, which I could use to pay taxes in my country during this difficult time. Fantastic double standards, **Edited for Community Guidelines**",**Edited**,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/17/20 3:50,,fc106043c4f2d12e,AceContributor,"I like 2% fee after 20k earning, i think it's fair and not many people reach that amount so i think it won't hurt upwork to do that new fee",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/2/20 11:25,,189b1a2adc5f7350,ActiveMember,"Hi Hayden, Thanks for the COVID-19 crisis Update. This is the World Economy Problem and we will get rid of this crisis soon.Thanks!Ruhul",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/5/20 0:17,,4c31e9d594bf515f,ActiveMember,"Hello,I would suggest reconsidering the connect policy. It would be great to have free connects during this crisis period.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/1/20 15:27,,0647587a9997929d,CommunityGuru,For US folks ...There is some solid info about PUI in this threadhttps://community.upwork.com/t5/Freelancers/COVID-19-Stimulus-Package/td-p/718825/page/2,Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/2/20 0:08,,2df17b627b45a960,CommunityGuru,"It will be super nice if you can waive or decrease that 20% fee for new projects; it's tough to find work right now as many clients are affected. There are many freelancers whose works have been paused because of this pandemic thing. We're not asking for some sort of humanitarian relief, just this... for now? Fingers crossed.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/14/20 2:15,,f2f7074a367fd9e7,Moderator,"Hi Wendy,Are you referring to fixed price payments or payments on hourly contracts? Once a milestone is approved you will receive your funds after our 5 days security period is finished. To learn more about how you`re getting paid on Hourly contracts, check out this Help Article.If you have any additional questions, let me know. Thank you.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,3/31/20 8:32,,754010c59fc94376,CommunityManager,"Hi Petra,You are correct, the 30-day time-frame for setting profiles to private has been recently extended to two years, thanks for flagging. That time- frame is also noted in the Help article Avery linked in her response. We apologize for the confusion, we'll update the post in order to ensure the correct time-frame is referenced.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/2/20 21:01,4/2/20 23:38,82e8b5abb1d7d593,ActiveMember,To UPWORK **edited for Community Guidelines**my brother just died because of this virus and you are saying im not professional fact is adobe and squarspace support their community and this are companies that will last the crisis and YOU DONT,**Edited**,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/1/20 0:39,,3ec3dbd683ea25a2,CommunityGuru,"I don't follow your logic. I am not asking if we can forgo payment protection, I can already do that by not utilizing it. I am asking if it is possible to allow freelancers to opt out of payment protection in exchange for a reduced job rate. I'm not sure how the numbers are set up, but it appears that payment protection is subsidized by all users. If there is a smaller user base covered by payment protection insurance then maybe Upwork could pay less and be able to pass the savings on to freelancers? Why should some freelancers have to pay an insurance premium for something they don't need and will never use?It was just a thought and I would be surpised if it amounted to any significant $ amounts anyway.How will you get paid more just by omitting payment protection? You agree on a rate with the client. Upwork will not increase this rate just because you do not care whether you get paid in the end nor will the service fees be reduced. Feel free to work for clients with an unverified payment method at a higher rate and on unfunded milestones but please do not come back complaining you got scammed.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/2/20 20:02,4/2/20 20:04,02e4ac9bd2b6bcb7,ActiveMember,"I'm not sure you can correctly argue that payment protection is not insurance in some form or another. You do point out a lot of advantages and I agree with you that it isn't setup or marketed to be separable from their core business model, but by no means would it be impossible. I would be curious to know what percent of the service fees go to covering the costs of payment protection.Definition of Insurance:a practice or arrangement by which a company or government agency provides a guarantee of compensation for specified loss, damage, illness, or death in return for payment of a premium.Company = UpworkGuarantee of Compenensation for specified loss = Payment Protection (i.e Re-imbursement for not getting paid on hourly contracts)Payment of Premium = Service Fees",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,4/2/20 8:54,,d33e4bc0a17e6546,ActiveMember,"many freelancers in my country are working here on upwork, we are also paying service fee.Im hoping that upwork will have way to help freelancers live in other country",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,3/26/20 17:57,3/26/20 17:58,5c252bdc2f6dcdd6,CommunityGuru,"Oh. Are we loyal to Upwork here?Oh, I'm sorry - you asked how you could get your fees reduced to 2%. If you want to show your loyalty, why not continue paying 5%?",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,3/29/20 9:54,,3b0e8f176dc66650,ActiveMember,"I don't understand the security concern here. What exactly is the reason for the 5-day wait? When I do work outside of Upwork, and the client pays via paypal, I get the money immediately. Why does it take 5 days here? What exactly are you protecting us from?",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,3/31/20 17:34,,00c25d0ea4a8347a,ActiveMember,"Yeah, would really appreciate if they could drop the service fee to at least 10% from 20%. That would be a big help to our family especially that my husband had been in no work no pay atm",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,3/29/20 14:44,,eb6b65b12a6c2d96,AceContributor,I love the switch to an all-remote model. I would love to see a temporary drop in Upwork percentage fees for freelancers!,Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,3/30/20 7:56,,5f5ed0b6b6123818,ActiveMember,"Dear customer support, abig help would be to stop charging application fees for jobs while the pandemic lasts, as many bank accounts are blocked and people en masse cannot access their money.Thank you in advance,Nevena",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,3/29/20 10:04,3/29/20 12:20,4e1fc3675ece81d7,CommunityGuru,"I don't understand the security concern here. What exactly is the reason for the 5-day wait? When I do work outside of Upwork, and the client pays via paypal, I get the money immediately. Why does it take 5 days here? What exactly are you protecting us from?Wait until you get a chargeback on PayPal or a dispute. lolThe 5-day hold is for fraud. There is a lot of it, mostly from freelancers so just like all things it's the **Edited for Community Guidelines**minority that ruin it for the honest ones. Upwork kinda brings it on themselves with the auto accepted people, but it is what it is and whatever as long as I am winning and making money.",**Edited**,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,3/29/20 7:44,,e60061683e4aca80,ActiveMember,"I think in the current situation when people are looking to work more from home, upwork should make connects free for 2 months. So freelancers can bid more and earn more. For 2 months give 60 connects free like before.",Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
We are here for you- COVID-19 Update,3/29/20 22:29,,bf76cfb1dc2f3d17,ActiveMember,I already have 5%and already paid to Upwork a lot of commissionsI just want to propose to take care of keeping very long term projects on Upwork.Flexible commission under 10K can help with this and prevent any thinkings to go on direct work,Unedited,Announcements,https://community.upwork.com/t5/Announcements/We-are-here-for-you-COVID-19-Update/td-p/719217
